Freq.	V(aggr_in)	V(aggr_mid)	V(aggr_mid2)	V(aggr_out)	V(shield_a)	V(shield_b)	V(v_abs)	V(vic_in)	V(vic_mid)	V(vic_noise)	V(vic_out)	V(vnoise_out)	I(B_VNOISE_ABS)	I(CAGG1)	I(CCOUP1)	I(CCOUP2)	I(CVIC)	I(EMUT)	I(EVNOISE)	I(RAGG1)	I(RAGG2)	I(RMUT_SRC)	I(ROUT)	I(RSHIELD)	I(RTERM_AGG)	I(RTERM_VIC)	I(RVIC1)	I(RVIC2)	I(RVIC_NOISE)	I(VAGG)	I(VIC_SRC)	I(VSHIELD_REF)
3.16227766016837e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49938541690509e+00dB,-6.79413107669403e-01°)	(-2.49938541690509e+00dB,-6.79413107669403e-01°)	(-6.02121059801871e+00dB,-6.79413107669403e-01°)	(-infdB,0.00000000000000e+00°)	(-1.54121452769856e+02dB,8.93205853890919e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12220927783271e+02dB,-1.35881346107213e+00°)	(-1.17680179703791e+02dB,-6.79413107669403e-01°)	(-2.15742752964385e+02dB,-1.35881346107213e+00°)	(-2.12220927783271e+02dB,-1.35881346107213e+00°)	(-infdB,0.00000000000000e+00°)	(-6.64787781669653e+01dB,8.93205868923306e+01°)	(-2.18663980044650e+02dB,8.93205853891220e+01°)	(-4.64265312575552e+02dB,1.79391889031490e+02°)	(-2.76200320533332e+02dB,8.86411865389279e+01°)	(-2.37680342539796e+02dB,1.79320599629893e+02°)	(-2.46200327869992e+02dB,1.78641186538928e+02°)	(-3.99908500185636e+01dB,2.03633111735173e+00°)	(-4.00006106847391e+01dB,-6.79413107669403e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46200327869992e+02dB,-1.35881346107213e+00°)	(-2.18663980044650e+02dB,-9.06794146109081e+01°)	(-4.00006106847391e+01dB,-6.79413107669403e-01°)	(-2.49722153051105e+02dB,-1.35881346107213e+00°)	(-2.40179727956712e+02dB,1.78641186538928e+02°)	(-2.49722153051105e+02dB,-1.35881346107213e+00°)	(-2.37680342539796e+02dB,-6.79400370106880e-01°)	(-3.99908500185636e+01dB,-1.77963668882648e+02°)	(-2.40179727956712e+02dB,-1.35881346107213e+00°)	(-2.18663980044650e+02dB,8.93205853890919e+01°)
3.54813389233575e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49954352470793e+00dB,-7.62304793909536e-01°)	(-2.49954352470793e+00dB,-7.62304793909536e-01°)	(-6.02136870582156e+00dB,-7.62304793909536e-01°)	(-infdB,0.00000000000000e+00°)	(-1.53121610877659e+02dB,8.92376935194289e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,0.00000000000000e+00°)	(-2.12221243992952e+02dB,-1.52459527781746e+00°)	(-1.17680337811594e+02dB,-7.62304793909536e-01°)	(-2.15743069174066e+02dB,-1.52459527781746e+00°)	(-2.12221243992952e+02dB,-1.52459527781746e+00°)	(-infdB,0.00000000000000e+00°)	(-6.54789362747681e+01dB,8.92376952060905e+01°)	(-2.17664138152452e+02dB,8.92376935194626e+01°)	(-4.62265472071776e+02dB,1.79301240650966e+02°)	(-2.75200636743012e+02dB,8.84754047221825e+01°)	(-2.37680500641671e+02dB,1.79237709497350e+02°)	(-2.46200644079672e+02dB,1.78475404722183e+02°)	(-3.99884844131524e+01dB,2.28421996845698e+00°)	(-4.00007687925419e+01dB,-7.62304793909536e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46200644079672e+02dB,-1.52459527781746e+00°)	(-2.17664138152452e+02dB,-9.07623064805711e+01°)	(-4.00007687925419e+01dB,-7.62304793909536e-01°)	(-2.49722469260786e+02dB,-1.52459527781746e+00°)	(-2.40180044166393e+02dB,1.78475404722183e+02°)	(-2.49722469260786e+02dB,-1.52459527781746e+00°)	(-2.37680500641671e+02dB,-7.62290502649605e-01°)	(-3.99884844131524e+01dB,-1.77715780031543e+02°)	(-2.40180044166393e+02dB,-1.52459527781746e+00°)	(-2.17664138152452e+02dB,8.92376935194289e+01°)
3.98107170553496e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49974256245455e+00dB,-8.55306979843153e-01°)	(-2.49974256245455e+00dB,-8.55306979843153e-01°)	(-6.02156774356817e+00dB,-8.55306979843153e-01°)	(-infdB,0.00000000000000e+00°)	(-1.52121809915406e+02dB,8.91446911276914e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12221642060986e+02dB,-1.71059790433624e+00°)	(-1.17680536849340e+02dB,-8.55306979843153e-01°)	(-2.15743467242100e+02dB,-1.71059790433624e+00°)	(-2.12221642060986e+02dB,-1.71059790433624e+00°)	(-infdB,0.00000000000000e+00°)	(-6.44791353125147e+01dB,8.91446930201569e+01°)	(-2.16664337190199e+02dB,8.91446911277293e+01°)	(-4.60265672214552e+02dB,1.79201324977613e+02°)	(-2.74201034811047e+02dB,8.82894020956638e+01°)	(-2.37680699671956e+02dB,1.79144709054479e+02°)	(-2.46201042147707e+02dB,1.78289402095664e+02°)	(-3.99855083680773e+01dB,2.56211675420584e+00°)	(-4.00009678302886e+01dB,-8.55306979843153e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46201042147707e+02dB,-1.71059790433624e+00°)	(-2.16664337190199e+02dB,-9.08553088723086e+01°)	(-4.00009678302885e+01dB,-8.55306979843153e-01°)	(-2.49722867328820e+02dB,-1.71059790433624e+00°)	(-2.40180442234427e+02dB,1.78289402095664e+02°)	(-2.49722867328820e+02dB,-1.71059790433624e+00°)	(-2.37680699671956e+02dB,-8.55290945520634e-01°)	(-3.99855083680773e+01dB,-1.77437883245794e+02°)	(-2.40180442234427e+02dB,-1.71059790433624e+00°)	(-2.16664337190199e+02dB,8.91446911276914e+01°)
4.46683592150962e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.49999312316181e+00dB,-9.59651759382391e-01°)	(-2.49999312316181e+00dB,-9.59651759382391e-01°)	(-6.02181830427544e+00dB,-9.59651759382391e-01°)	(-infdB,0.00000000000000e+00°)	(-1.51122060476113e+02dB,8.90403461172365e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12222143173012e+02dB,-1.91928550540498e+00°)	(-1.17680787410048e+02dB,-9.59651759382391e-01°)	(-2.15743968354126e+02dB,-1.91928550540498e+00°)	(-2.12222143173012e+02dB,-1.91928550540498e+00°)	(-infdB,0.00000000000000e+00°)	(-6.34793858732220e+01dB,8.90403482406176e+01°)	(-2.15664587750906e+02dB,8.90403461172790e+01°)	(-4.58265923655744e+02dB,1.79090818180644e+02°)	(-2.73201535923072e+02dB,8.80807144945950e+01°)	(-2.37680950223270e+02dB,1.79040366230385e+02°)	(-2.46201543259732e+02dB,1.78080714494595e+02°)	(-3.99817650341453e+01dB,2.87358487552207e+00°)	(-4.00012183909958e+01dB,-9.59651759382391e-01°)	(-infdB,0.00000000000000e+00°)	(-2.46201543259732e+02dB,-1.91928550540498e+00°)	(-2.15664587750906e+02dB,-9.09596538827635e+01°)	(-4.00012183909958e+01dB,-9.59651759382391e-01°)	(-2.49723368440846e+02dB,-1.91928550540498e+00°)	(-2.40180943346453e+02dB,1.78080714494595e+02°)	(-2.49723368440846e+02dB,-1.91928550540498e+00°)	(-2.37680950223270e+02dB,-9.59633769614530e-01°)	(-3.99817650341453e+01dB,-1.77126415124478e+02°)	(-2.40180943346453e+02dB,-1.91928550540498e+00°)	(-2.15664587750906e+02dB,8.90403461172365e+01°)
5.01187233627271e+07	(0.00000000000000e+00dB,9.93923337957349e-17°)	(-2.50030853984996e+00dB,-1.07672091584184e+00°)	(-2.50030853984996e+00dB,-1.07672091584184e+00°)	(-6.02213372096359e+00dB,-1.07672091584184e+00°)	(-infdB,0.00000000000000e+00°)	(-1.50122375892801e+02dB,8.89232767016854e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12222773994570e+02dB,-2.15342162182938e+00°)	(-1.17681102826736e+02dB,-1.07672091584184e+00°)	(-2.15744599175683e+02dB,-2.15342162182938e+00°)	(-2.12222773994570e+02dB,-2.15342162182938e+00°)	(-infdB,0.00000000000000e+00°)	(-6.24797012899102e+01dB,8.89232790841582e+01°)	(-2.14664903167594e+02dB,8.89232767017330e+01°)	(-4.56266239775260e+02dB,1.78968256711221e+02°)	(-2.72202166744630e+02dB,8.78465783781706e+01°)	(-2.37681265628134e+02dB,1.78923299267544e+02°)	(-2.46202174081290e+02dB,1.77846578378171e+02°)	(-3.99770576522831e+01dB,3.22258244893289e+00°)	(-4.00015338076840e+01dB,-1.07672091584184e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46202174081290e+02dB,-2.15342162182938e+00°)	(-2.14664903167594e+02dB,-9.10767232983146e+01°)	(-4.00015338076840e+01dB,-1.07672091584184e+00°)	(-2.49723999262404e+02dB,-2.15342162182938e+00°)	(-2.40181574168010e+02dB,1.77846578378171e+02°)	(-2.49723999262404e+02dB,-2.15342162182938e+00°)	(-2.37681265628134e+02dB,-1.07670073245621e+00°)	(-3.99770576522831e+01dB,-1.76777417551067e+02°)	(-2.40181574168010e+02dB,-2.15342162182938e+00°)	(-2.14664903167594e+02dB,8.89232767016854e+01°)
5.62341325190347e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50070559336382e+00dB,-1.20806391946050e+00°)	(-2.50070559336382e+00dB,-1.20806391946050e+00°)	(-6.02253077447744e+00dB,-1.20806391946050e+00°)	(-infdB,0.00000000000000e+00°)	(-1.49122772946315e+02dB,8.87919334073611e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12223568086721e+02dB,-2.41610516516452e+00°)	(-1.17681499880250e+02dB,-1.20806391946050e+00°)	(-2.15745393267835e+02dB,-2.41610516516452e+00°)	(-2.12223568086721e+02dB,-2.41610516516452e+00°)	(-infdB,0.00000000000000e+00°)	(-6.14800983434240e+01dB,8.87919360805395e+01°)	(-2.13665300221108e+02dB,8.87919334074145e+01°)	(-4.54266637391372e+02dB,1.78832018220032e+02°)	(-2.71202960836781e+02dB,8.75838948348355e+01°)	(-2.37681662666764e+02dB,1.78791958724600e+02°)	(-2.46202968173442e+02dB,1.77583894834835e+02°)	(-3.99711396258602e+01dB,3.61349423597569e+00°)	(-4.00019308611978e+01dB,-1.20806391946050e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46202968173442e+02dB,-2.41610516516452e+00°)	(-2.13665300221108e+02dB,-9.12080665926389e+01°)	(-4.00019308611978e+01dB,-1.20806391946050e+00°)	(-2.49724793354555e+02dB,-2.41610516516452e+00°)	(-2.40182368260162e+02dB,1.77583894834835e+02°)	(-2.49724793354555e+02dB,-2.41610516516452e+00°)	(-2.37681662666764e+02dB,-1.20804127539964e+00°)	(-3.99711396258602e+01dB,-1.76386505764024e+02°)	(-2.40182368260162e+02dB,-2.41610516516452e+00°)	(-2.13665300221108e+02dB,8.87919334073611e+01°)
6.30957344480191e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50120540251163e+00dB,-1.35541801089868e+00°)	(-2.50120540251163e+00dB,-1.35541801089868e+00°)	(-6.02303058362525e+00dB,-1.35541801089868e+00°)	(-infdB,0.00000000000000e+00°)	(-1.48123272755463e+02dB,8.86445789897458e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12224567686293e+02dB,-2.71081058435174e+00°)	(-1.17681999689397e+02dB,-1.35541801089868e+00°)	(-2.15746392867406e+02dB,-2.71081058435174e+00°)	(-2.12224567686293e+02dB,-2.71081058435174e+00°)	(-infdB,0.00000000000000e+00°)	(-6.04805981525718e+01dB,8.86445819891013e+01°)	(-2.12665800030256e+02dB,8.86445789898058e+01°)	(-4.52267137652848e+02dB,1.78680300506809e+02°)	(-2.70203960436353e+02dB,8.72891894156483e+01°)	(-2.37682162457179e+02dB,1.78644607393232e+02°)	(-2.46203967773013e+02dB,1.77289189415648e+02°)	(-3.99637022552327e+01dB,4.05116100446941e+00°)	(-4.00024306703456e+01dB,-1.35541801089868e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46203967773013e+02dB,-2.71081058435174e+00°)	(-2.12665800030256e+02dB,-9.13554210102542e+01°)	(-4.00024306703456e+01dB,-1.35541801089868e+00°)	(-2.49725792954127e+02dB,-2.71081058435174e+00°)	(-2.40183367859733e+02dB,1.77289189415648e+02°)	(-2.49725792954127e+02dB,-2.71081058435175e+00°)	(-2.37682162457179e+02dB,-1.35539260676826e+00°)	(-3.99637022552327e+01dB,-1.75948838995531e+02°)	(-2.40183367859733e+02dB,-2.71081058435174e+00°)	(-2.12665800030256e+02dB,8.86445789897458e+01°)
7.07945784384136e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50183454317068e+00dB,-1.52073058001899e+00°)	(-2.50183454317068e+00dB,-1.52073058001899e+00°)	(-6.02365972428431e+00dB,-1.52073058001899e+00°)	(-infdB,0.00000000000000e+00°)	(-1.47123901896122e+02dB,8.84792660546487e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12225825944045e+02dB,-3.04143262288882e+00°)	(-1.17682628830057e+02dB,-1.52073058001899e+00°)	(-2.15747651125158e+02dB,-3.04143262288882e+00°)	(-2.12225825944045e+02dB,-3.04143262288882e+00°)	(-infdB,0.00000000000000e+00°)	(-5.94812272932309e+01dB,8.84792694199810e+01°)	(-2.11666429170915e+02dB,8.84792660547160e+01°)	(-4.50267767159650e+02dB,1.78511098279634e+02°)	(-2.69205218694105e+02dB,8.69585673771112e+01°)	(-2.37682791574261e+02dB,1.78479297919755e+02°)	(-2.46205226030765e+02dB,1.76958567377111e+02°)	(-3.99543596607120e+01dB,4.54090351847609e+00°)	(-4.00030598110047e+01dB,-1.52073058001899e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46205226030765e+02dB,-3.04143262288882e+00°)	(-2.11666429170915e+02dB,-9.15207339453513e+01°)	(-4.00030598110047e+01dB,-1.52073058001899e+00°)	(-2.49727051211879e+02dB,-3.04143262288882e+00°)	(-2.40184626117485e+02dB,1.76958567377111e+02°)	(-2.49727051211879e+02dB,-3.04143262288882e+00°)	(-2.37682791574261e+02dB,-1.52070208024469e+00°)	(-3.99543596607120e+01dB,-1.75459096481524e+02°)	(-2.40184626117485e+02dB,-3.04143262288882e+00°)	(-2.11666429170915e+02dB,8.84792660546487e+01°)
7.94328234724279e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50262645476251e+00dB,-1.70618405628838e+00°)	(-2.50262645476251e+00dB,-1.70618405628838e+00°)	(-6.02445163587613e+00dB,-1.70618405628838e+00°)	(-infdB,0.00000000000000e+00°)	(-1.46124693807714e+02dB,8.82938121677467e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12227409737570e+02dB,-3.41233609920666e+00°)	(-1.17683420741648e+02dB,-1.70618405628838e+00°)	(-2.15749234918684e+02dB,-3.41233609920666e+00°)	(-2.12227409737570e+02dB,-3.41233609920666e+00°)	(-infdB,0.00000000000000e+00°)	(-5.84820192048227e+01dB,8.82938159437116e+01°)	(-2.10667221082507e+02dB,8.82938121678222e+01°)	(-4.48268559370694e+02dB,1.78322177496281e+02°)	(-2.68206802487630e+02dB,8.65876639007933e+01°)	(-2.37683583456181e+02dB,1.78293847915154e+02°)	(-2.46206809824290e+02dB,1.76587663900793e+02°)	(-3.99426303699414e+01dB,5.08853711714505e+00°)	(-4.00038517225965e+01dB,-1.70618405628838e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46206809824290e+02dB,-3.41233609920666e+00°)	(-2.10667221082507e+02dB,-9.17061878322533e+01°)	(-4.00038517225965e+01dB,-1.70618405628838e+00°)	(-2.49728635005404e+02dB,-3.41233609920666e+00°)	(-2.40186209911011e+02dB,1.76587663900793e+02°)	(-2.49728635005404e+02dB,-3.41233609920666e+00°)	(-2.37683583456181e+02dB,-1.70615208484591e+00°)	(-3.99426303699414e+01dB,-1.74911462882855e+02°)	(-2.40186209911011e+02dB,-3.41233609920666e+00°)	(-2.10667221082507e+02dB,8.82938121677467e+01°)
8.91250938133743e+07	(0.00000000000000e+00dB,1.98784667591470e-16°)	(-2.50362320710864e+00dB,-1.91422352749701e+00°)	(-2.50362320710864e+00dB,-1.91422352749701e+00°)	(-6.02544838822227e+00dB,-1.91422352749701e+00°)	(-infdB,0.00000000000000e+00°)	(-1.45125690560060e+02dB,8.80857722358007e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12229403204940e+02dB,-3.82841114364482e+00°)	(-1.17684417493994e+02dB,-1.91422352749701e+00°)	(-2.15751228386054e+02dB,-3.82841114364482e+00°)	(-2.12229403204940e+02dB,-3.82841114364482e+00°)	(-infdB,0.00000000000000e+00°)	(-5.74830159571688e+01dB,8.80857764725030e+01°)	(-2.09668217834853e+02dB,8.80857722358854e+01°)	(-4.46269556371742e+02dB,1.78111047060700e+02°)	(-2.67208795955000e+02dB,8.61715888563552e+01°)	(-2.37684580171187e+02dB,1.78085812336819e+02°)	(-2.46208803291660e+02dB,1.76171588856355e+02°)	(-3.99279150205392e+01dB,5.70037118308311e+00°)	(-4.00048484749426e+01dB,-1.91422352749701e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46208803291660e+02dB,-3.82841114364482e+00°)	(-2.09668217834853e+02dB,-9.19142277641993e+01°)	(-4.00048484749426e+01dB,-1.91422352749701e+00°)	(-2.49730628472774e+02dB,-3.82841114364482e+00°)	(-2.40188203378381e+02dB,1.76171588856355e+02°)	(-2.49730628472774e+02dB,-3.82841114364482e+00°)	(-2.37684580171187e+02dB,-1.91418766318058e+00°)	(-3.99279150205392e+01dB,-1.74299628816917e+02°)	(-2.40188203378381e+02dB,-3.82841114364482e+00°)	(-2.09668217834853e+02dB,8.80857722358007e+01°)
9.99999999999997e+07	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50487771877041e+00dB,-2.14758729334675e+00°)	(-2.50487771877041e+00dB,-2.14758729334675e+00°)	(-6.02670289988404e+00dB,-2.14758729334675e+00°)	(-infdB,0.00000000000000e+00°)	(-1.44126945071722e+02dB,8.78524079529951e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12231912181302e+02dB,-4.29513430513424e+00°)	(-1.17685672005656e+02dB,-2.14758729334675e+00°)	(-2.15753737362416e+02dB,-4.29513430513424e+00°)	(-2.12231912181302e+02dB,-4.29513430513423e+00°)	(-infdB,0.00000000000000e+00°)	(-5.64842704688306e+01dB,8.78524127066533e+01°)	(-2.08669472346515e+02dB,8.78524079530901e+01°)	(-4.44270811094592e+02dB,1.77874927659026e+02°)	(-2.66211304931362e+02dB,8.57048656948658e+01°)	(-2.37685834635865e+02dB,1.77852452935456e+02°)	(-2.46211312268022e+02dB,1.75704865694866e+02°)	(-3.99094696536683e+01dB,6.38318562289355e+00°)	(-4.00061029866044e+01dB,-2.14758729334675e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46211312268022e+02dB,-4.29513430513423e+00°)	(-2.08669472346515e+02dB,-9.21475920470049e+01°)	(-4.00061029866044e+01dB,-2.14758729334675e+00°)	(-2.49733137449136e+02dB,-4.29513430513424e+00°)	(-2.40190712354743e+02dB,1.75704865694866e+02°)	(-2.49733137449136e+02dB,-4.29513430513423e+00°)	(-2.37685834635865e+02dB,-2.14754706454389e+00°)	(-3.99094696536683e+01dB,-1.73616814377106e+02°)	(-2.40190712354743e+02dB,-4.29513430513423e+00°)	(-2.08669472346515e+02dB,8.78524079529951e+01°)
1.12201845430196e+08	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50645654028275e+00dB,-2.40934053433625e+00°)	(-2.50645654028275e+00dB,-2.40934053433625e+00°)	(-6.02828172139638e+00dB,-2.40934053433625e+00°)	(-infdB,0.00000000000000e+00°)	(-1.43128523893234e+02dB,8.75906541319715e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12235069765244e+02dB,-4.81863588844701e+00°)	(-1.17687250827169e+02dB,-2.40934053433625e+00°)	(-2.15756894946358e+02dB,-4.81863588844701e+00°)	(-2.12235069765244e+02dB,-4.81863588844701e+00°)	(-infdB,0.00000000000000e+00°)	(-5.54858492903429e+01dB,8.75906594656637e+01°)	(-2.07671051168027e+02dB,8.75906541320782e+01°)	(-4.42272390101009e+02dB,1.77610717546587e+02°)	(-2.65214462515304e+02dB,8.51813641115530e+01°)	(-2.37687413398267e+02dB,1.77590704586717e+02°)	(-2.46214469851965e+02dB,1.75181364111553e+02°)	(-3.98863741872537e+01dB,7.14417370556290e+00°)	(-4.00076818081168e+01dB,-2.40934053433625e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46214469851965e+02dB,-4.81863588844701e+00°)	(-2.07671051168027e+02dB,-9.24093458680285e+01°)	(-4.00076818081168e+01dB,-2.40934053433625e+00°)	(-2.49736295033078e+02dB,-4.81863588844701e+00°)	(-2.40193869938685e+02dB,1.75181364111553e+02°)	(-2.49736295033078e+02dB,-4.81863588844701e+00°)	(-2.37687413398267e+02dB,-2.40929541328290e+00°)	(-3.98863741872537e+01dB,-1.72855826294437e+02°)	(-2.40193869938685e+02dB,-4.81863588844701e+00°)	(-2.07671051168027e+02dB,8.75906541319715e+01°)
1.25892541179416e+08	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50844334303375e+00dB,-2.70291222649591e+00°)	(-2.50844334303375e+00dB,-2.70291222649591e+00°)	(-6.03026852414737e+00dB,-2.70291222649591e+00°)	(-infdB,0.00000000000000e+00°)	(-1.42130510695985e+02dB,8.72970817890030e+01°)	(-infdB,0.00000000000000e+00°)	(-infdB,0.00000000000000e+00°)	(-2.12239043296427e+02dB,-5.40577378313027e+00°)	(-1.17689237629920e+02dB,-2.70291222649591e+00°)	(-2.15760868477541e+02dB,-5.40577378313027e+00°)	(-2.12239043296427e+02dB,-5.40577378313027e+00°)	(-infdB,0.00000000000000e+00°)	(-5.44878360930939e+01dB,8.72970877735041e+01°)	(-2.06673037970778e+02dB,8.72970817891227e+01°)	(-4.40274377072203e+02dB,1.77314955148154e+02°)	(-2.64218436046487e+02dB,8.45942262168697e+01°)	(-2.37689400126664e+02dB,1.77297138377004e+02°)	(-2.46218443383147e+02dB,1.74594226216870e+02°)	(-3.98574959154562e+01dB,7.99083720140962e+00°)	(-4.00096686108677e+01dB,-2.70291222649591e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46218443383147e+02dB,-5.40577378313027e+00°)	(-2.06673037970778e+02dB,-9.27029182109970e+01°)	(-4.00096686108677e+01dB,-2.70291222649591e+00°)	(-2.49740268564261e+02dB,-5.40577378313027e+00°)	(-2.40197843469868e+02dB,1.74594226216870e+02°)	(-2.49740268564261e+02dB,-5.40577378313027e+00°)	(-2.37689400126664e+02dB,-2.70286162299624e+00°)	(-3.98574959154562e+01dB,-1.72009162798590e+02°)	(-2.40197843469868e+02dB,-5.40577378313027e+00°)	(-2.06673037970778e+02dB,8.72970817890030e+01°)
1.41253754462275e+08	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.51094328779768e+00dB,-3.03213534799740e+00°)	(-2.51094328779768e+00dB,-3.03213534799740e+00°)	(-6.03276846891131e+00dB,-3.03213534799740e+00°)	(-infdB,0.00000000000000e+00°)	(-1.41133010640749e+02dB,8.69678579372819e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29812792368607e+02dB,1.80000000000000e+02°)	(-2.12244043092489e+02dB,-6.06421387619125e+00°)	(-1.17691737574684e+02dB,-3.03213534799740e+00°)	(-2.15765868273603e+02dB,-6.06421387619125e+00°)	(-2.12244043092489e+02dB,-6.06421387619125e+00°)	(-infdB,0.00000000000000e+00°)	(-5.34903360378579e+01dB,8.69678646520026e+01°)	(-2.05675537915542e+02dB,8.69678579374162e+01°)	(-4.38276877177883e+02dB,1.76983778418996e+02°)	(-2.63223435842550e+02dB,8.39357861238088e+01°)	(-2.37691899977918e+02dB,1.76967921397390e+02°)	(-2.46223443179210e+02dB,1.73935786123809e+02°)	(-3.98214483626231e+01dB,8.93081583021925e+00°)	(-4.00121685556317e+01dB,-3.03213534799740e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46223443179210e+02dB,-6.06421387619125e+00°)	(-2.05675537915542e+02dB,-9.30321420627181e+01°)	(-4.00121685556317e+01dB,-3.03213534799740e+00°)	(-2.49745268360323e+02dB,-6.06421387619125e+00°)	(-2.40202843265930e+02dB,1.73935786123809e+02°)	(-2.49745268360323e+02dB,-6.06421387619125e+00°)	(-2.37691899977918e+02dB,-3.03207860261025e+00°)	(-3.98214483626231e+01dB,-1.71069184169781e+02°)	(-2.40202843265930e+02dB,-6.06421387619125e+00°)	(-2.05675537915542e+02dB,8.69678579372819e+01°)
1.58489319246111e+08	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.51408848696769e+00dB,-3.40129028929943e+00°)	(-2.51408848696769e+00dB,-3.40129028929943e+00°)	(-6.03591366808131e+00dB,-3.40129028929943e+00°)	(-infdB,0.00000000000000e+00°)	(-1.40136155839919e+02dB,8.65987021766601e+01°)	(-infdB,0.00000000000000e+00°)	(-5.29745458542017e+02dB,1.72874983651098e+02°)	(-2.12250333373316e+02dB,-6.80251687188352e+00°)	(-1.17694882773854e+02dB,-3.40129028929943e+00°)	(-2.15772158554430e+02dB,-6.80251687188352e+00°)	(-2.12250333373316e+02dB,-6.80251687188352e+00°)	(-infdB,0.00000000000000e+00°)	(-5.24934812370279e+01dB,8.65987097107006e+01°)	(-2.04678683114712e+02dB,8.65987021768107e+01°)	(-4.36280022538950e+02dB,1.76612881049373e+02°)	(-2.62229726123377e+02dB,8.31974831281165e+01°)	(-2.37695045059519e+02dB,1.76598773333980e+02°)	(-2.46229733460037e+02dB,1.73197483128116e+02°)	(-3.97765466278125e+01dB,9.97162888997117e+00°)	(-4.00153137548017e+01dB,-3.40129028929943e+00°)	(-infdB,0.00000000000000e+00°)	(-2.46229733460037e+02dB,-6.80251687188352e+00°)	(-2.04678683114712e+02dB,-9.34012978233399e+01°)	(-4.00153137548017e+01dB,-3.40129028929943e+00°)	(-2.49751558641150e+02dB,-6.80251687188352e+00°)	(-2.40209133546757e+02dB,1.73197483128116e+02°)	(-2.49751558641150e+02dB,-6.80251687188352e+00°)	(-2.37695045059519e+02dB,-3.40122666602023e+00°)	(-3.97765466278125e+01dB,-1.70028371110029e+02°)	(-2.40209133546757e+02dB,-6.80251687188352e+00°)	(-2.04678683114712e+02dB,8.65987021766601e+01°)
